,단속장소,X,Y,단속건수
387,서울특별시 양천구 신정동 1093,126.854404,37.5213985,13
388,서울특별시 양천구 신월1동곰달래로14길 6,126.834302,37.5265885,13
389,서울특별시 양천구 신정 목동12단지아파트,126.858366,37.5139881,25
390,서울특별시 양천구 신월동 신월동금용아파트,126.842449,37.5206983,27
391,서울특별시 양천구 목 동 406-14,126.871965,37.5252753,2
392,서울특별시 양천구 신정동 1320-9,126.834256,37.5120284,15
393,서울특별시 양천구 신정동 힐스테이트아파트,126.854849,37.5198043,13
394,서울특별시 양천구 목동 GS25,126.872917,37.52546417,4
395,서울특별시 양천구 목동 901,126.8794469,37.53938865,76
396,서울특별시 양천구 신월3동신원초교 정문,126.834302,37.5265885,33
397,서울특별시 양천구 신정동 KT,126.8613624,37.51674484,1
398,서울특별시 양천구 신월동 와우빌딩,126.8242299,37.53567877,13
399,서울특별시 양천구 목 동 901,126.8794147,37.53940566,63
400,서울특별시 양천구 목동 603-25,126.866298,37.5501995,17
401,서울특별시 양천구 신정동 212-1 72(은정초),126.866868,37.5098806,14
402,서울특별시 양천구 목동 912-3,126.883741,37.532829,15
403,서울특별시 양천구 목2동소공원,126.8790499,37.54726562,16
404,서울특별시 양천구 목동 하나은행,126.877306,37.53360219,1
405,서울특별시 양천구 목목동초원성원아파트,126.8708634,37.53898423,112
406,서울특별시 양천구 목 동 901-3,126.872374,37.5374572,44
407,서울특별시 양천구 신정 7동목동동로67,126.855695,37.5151742,17
408,서울특별시 양천구 신월동 640,126.841849,37.5209047,17
409,서울특별시 양천구 신정 3동중앙로23길 22,126.855695,37.5151742,27
410,서울특별시 양천구 신월동 149-20,126.8267535,37.53055288,14
411,서울특별시 양천구 신정동 롯데캐슬,126.847642,37.5202196,4
412,서울특별시 양천구 신월동 273,126.8280149,37.53783654,46
413,서울특별시 양천구 목동 902,126.876403,37.5370291,11
414,서울특별시 양천구 신정동 630,126.855695,37.5151742,1
415,서울특별시 양천구 신정동 래미안아델리체,126.85099,37.5201508,160
416,서울특별시 양천구 신월동 441,126.840963,37.5223991,15
417,서울특별시 양천구 신월동 450-1,126.841453,37.5263281,4
418,서울특별시 양천구 신정동 329,126.871214,37.5149851,17
419,서울특별시 양천구 신정동 312-3,126.861295,37.5203077,13
420,서울특별시 양천구 신월1동 824,126.834058,37.5297687,2
421,서울특별시 양천구 신정1동 310-9,126.857095,37.5164824,2
422,서울특별시 양천구 신정4동 1068,126.8607209,37.52856438,23
423,서울특별시 양천구 신정4동 1121,126.864503,37.5229063,11
424,서울특별시 양천구 신정4동 1113,126.860907,37.5225777,14
425,서울특별시 양천구 신정동 1094,126.862468,37.5221921,8
426,서울특별시 양천구 신정4동 1065,126.860084,37.5267754,14
427,서울특별시 양천구 신월동 수명산롯데캐슬아파트,126.828413,37.5441675,44
428,서울특별시 양천구 신정동 207-7,126.866304,37.509042,13
429,서울특별시 양천구 목5동 912-3,126.883741,37.532829,1
430,서울특별시 양천구 목1동 924-1,126.871315,37.5282389,2
431,서울특별시 양천구 신정7동 326-4,126.858186,37.5134654,1
432,서울특별시 양천구 신정동 310,126.857833,37.5149876,16
433,서울특별시 양천구 신월3동남부순환로58길 35,126.834302,37.5265885,15
434,서울특별시 양천구 신정4동 1094,126.862623,37.52232306,5
435,서울특별시 양천구 신정동 1068,126.860796,37.52853885,6
436,서울특별시 양천구 신월3동남부순환로58길,126.834302,37.5265885,46
437,서울특별시 양천구 신월동 온누리약국,126.8333988,37.53324385,1
438,서울특별시 양천구 신정동 327-4,126.8628013,37.51536093,18
439,서울특별시 양천구 신정3동 1092,126.851925,37.5222874,1
440,서울특별시 양천구 목목동월드타워,126.877966,37.5359495,19
441,서울특별시 양천구 목동 837,126.86534,37.5356834,10
442,서울특별시 양천구 목 동 929,126.882619,37.5416125,9
443,서울특별시 양천구 목 동 901-8,126.881524,37.5397914,24
444,서울특별시 양천구 목동 901-8,126.881524,37.5397914,20
445,서울특별시 양천구 신정4동 1118,126.86346,37.5240313,10
446,서울특별시 양천구 신월3동가로공원로64길 25,126.834302,37.5265885,13
447,서울특별시 양천구 목 동 325,126.874504,37.5360269,1
448,서울특별시 양천구 신월6동남부순환로589,126.834302,37.5265885,13
449,서울특별시 양천구 목동 924-1,126.871315,37.5282389,17
450,서울특별시 양천구 신월동 삼정그린뷰아파트,126.8382188,37.52302841,14
451,서울특별시 양천구 신정1동 1127,126.8549422,37.52097972,1
452,서울특별시 양천구 신정 4동오목로172,126.8565309,37.52512083,12
453,서울특별시 양천구 신월3동신원초등학교,126.834302,37.5265885,33
454,서울특별시 양천구 신정 6동목동동로177,126.855695,37.5151742,12
455,서울특별시 양천구 목목동동로 210,126.871582,37.5242117,2
456,서울특별시 양천구 신정동 311-4,126.856818,37.5190859,46
457,서울특별시 양천구 신정동 우리은행,126.8585908,37.52301876,1
458,서울특별시 양천구 목3동리치스퀘어,126.8657323,37.54943893,14
459,서울특별시 양천구 신정 7동식자재마트,126.867126,37.5104793,13
460,서울특별시 양천구 목1동벽산아파트 진입로,126.8685098,37.52806725,17
461,서울특별시 양천구 신월6동남부순환로79길,126.834302,37.5265885,114
462,서울특별시 양천구 목 동 603-25,126.866992,37.54994532,8
463,서울특별시 양천구 신월3동남부순환로64길 37-5,126.834302,37.5265885,14
464,서울특별시 양천구 신정7동 324-3,126.8610755,37.51564045,1
465,서울특별시 양천구 신월4동신정중앙로62,126.834302,37.5265885,1
466,서울특별시 양천구 신월4동 861,126.841819,37.5242293,14
467,서울특별시 양천구 신월2동 861,126.841819,37.5242293,28
468,서울특별시 양천구 신월동 236-12,126.839356,37.5279651,19
469,서울특별시 양천구 목동 929,126.882619,37.5416125,10
470,서울특별시 양천구 신정 7동목동남로72,126.8670087,37.5100101,19
471,서울특별시 양천구 신정동 325-6,126.859459,37.5104395,18
472,서울특별시 양천구 신월3동남부순환로58길 32,126.834302,37.5265885,21
473,서울특별시 양천구 신월3동남부순환로58길 43,126.8322088,37.52929489,16
474,서울특별시 양천구 신정동 1113,126.8608683,37.52283435,1
475,서울특별시 양천구 신정7동 327-3,126.863208,37.5134984,1
476,서울특별시 양천구 목 동 901-9,126.877611,37.5386161,20
477,서울특별시 양천구 신정 3동신정로230,126.855695,37.5151742,14
478,서울특별시 양천구 신월동 서울 양천구 신월동 880,126.847758,37.5244805,27
479,서울특별시 양천구 신월동 서울 양천구 신월동 809,126.832249,37.5290003,40
480,서울특별시 양천구 신정동 서울 양천구 신정동 1225,126.853057,37.5160088,32
481,서울특별시 양천구 신정동 서울특별시 양천구 신정로 267,126.850599,37.5122396,13
482,서울특별시 양천구 신정동 서울 양천구 신정동 310-9,126.857095,37.5164824,16
483,서울특별시 양천구 신월동 서울 양천구 신월동 1057-3,126.840544,37.5229121,14
484,서울특별시 양천구 신정동 서울 양천구 신정동 1254,126.850644,37.5122036,14
485,서울특별시 양천구 신정동 서울 양천구 신정동 281-40,126.871844,37.5171121,20
486,서울특별시 양천구 신정동 서울 양천구 신정동 1231,126.852846,37.519973,36
487,서울특별시 양천구 신월3동신원초등학교 정문,126.834302,37.5265885,13
488,서울특별시 양천구 목 동 902,126.876403,37.5370291,19
489,서울특별시 양천구 신월4동 640,126.841849,37.5209047,3
490,서울특별시 양천구 신정 1동신월로38길 14,126.855695,37.5151742,15
491,서울특별시 양천구 목동 913-4,126.880527,37.5334744,8
492,서울특별시 양천구 신월5동송죽어린이공원,126.829701,37.5449802,23
493,서울특별시 양천구 신월동 섬김교회,126.8334264,37.53808905,18
494,서울특별시 양천구 신월동 이마트 신월점,126.8284635,37.53998272,22
495,서울특별시 양천구 신정 4동신정중앙로60,126.8582838,37.52703017,32
496,서울특별시 양천구 신정동 878-11,126.858613,37.527134,15
497,서울특별시 양천구 신월동 나이아가라APT,126.847218,37.522867,13
498,서울특별시 양천구 신정동 603-25,126.855695,37.5151742,1
499,서울특별시 양천구 신월동 460-32,126.843433,37.5259163,15
500,서울특별시 양천구 신월동 서울 양천구 신월동 834,126.838817,37.5263606,65
501,서울특별시 양천구 신월동 서울 양천구 신월동 818,126.833394,37.528146,17
502,서울특별시 양천구 신월동 서울 양천구 신월동 835,126.834983,37.5255443,21
503,서울특별시 양천구 신정동 서울 양천구 신정동 1094,126.862468,37.5221921,33
504,서울특별시 양천구 신월동 서울 양천구 신월동 238-27,126.839314,37.5265054,18
505,서울특별시 양천구 신월동 824,126.834058,37.5297687,16
506,서울특별시 양천구 신월동 서울 양천구 신월동 808,126.831986,37.5303874,29
507,서울특별시 양천구 신월동 서울 양천구 신월동 263,126.828964,37.5358071,54
508,서울특별시 양천구 신정동 서울 양천구 신정동 1093,126.854404,37.5213985,58
509,서울특별시 양천구 신정 4동양동초교,126.855695,37.5151742,17
510,서울특별시 양천구 신정동 서울 양천구 신정동 1092,126.851925,37.5222874,63
511,서울특별시 양천구 신정동 서울 양천구 신정동 211-12,126.86654,37.5099162,30
512,서울특별시 양천구 신월동 서울 양천구 신월동 258,126.825086,37.5392792,58
513,서울특별시 양천구 신월동 서울 양천구 신월동 840,126.839485,37.5261362,20
514,서울특별시 양천구 신월동 서울 양천구 신월동 863,126.84264,37.5266721,70
515,서울특별시 양천구 신월동 서울 양천구 신월동 896,126.8455876,37.52120762,48
516,서울특별시 양천구 목동 서울 양천구 목동 919-1,126.881378,37.5318265,36
517,서울특별시 양천구 목동 서울 양천구 목동 913-7,126.878934,37.531833,43
518,서울특별시 양천구 목동 서울 양천구 목동 914-2,126.885069,37.5303435,24
519,서울특별시 양천구 신정 4동신정중앙로2,126.855695,37.5151742,17
520,서울특별시 양천구 신정동 성원아파트,126.853407,37.5279385,1
521,서울특별시 양천구 신월동 서울 양천구 신월동 630,126.84207,37.5180398,45
522,서울특별시 양천구 신월동 서울 양천구 신월동 216,126.835559,37.5260677,38
523,서울특별시 양천구 신월1동 798,126.836108,37.5335558,2
524,서울특별시 양천구 신정7동 164-10,126.867863,37.510107,1
525,서울특별시 양천구 신정동 서울 양천구 신정동 1056,126.8551218,37.5276853,17
526,서울특별시 양천구 신정동 911-7,126.858613,37.5268186,16
527,서울특별시 양천구 신정 3동1266-2,126.853954,37.5146044,13
528,서울특별시 양천구 신정 7동162-56,126.8711534,37.50884755,18
529,서울특별시 양천구 목 동 837,126.8685686,37.5376622,3
530,서울특별시 양천구 신정동 홍익병원 ,126.8636336,37.52860262,123
531,서울특별시 양천구 목동 현대파크빌 ,126.8671648,37.54232325,143
532,서울특별시 양천구 신정 4동신정중앙로61,126.8587163,37.527335,29
533,서울특별시 양천구 목 동 911-1,126.8863895,37.53661759,2
534,서울특별시 양천구 신월동 신월3동 우체국 ,126.828695,37.5346534,48
535,서울특별시 양천구 신정동 901-3,126.855695,37.5151742,1
536,서울특별시 양천구 목동 MASTER GRADE COFFEE,126.86358,37.52817983,1
537,서울특별시 양천구 신월동 서울 양천구 신정동 1254,126.8506282,37.5124619,1
538,서울특별시 양천구 목5동목동서로133-3,126.8753975,37.53176481,14
539,서울특별시 양천구 목 동 912,126.8810205,37.53409815,13
540,서울특별시 양천구 신월1동곰달래로11길 56,126.834302,37.5265885,57
541,서울특별시 양천구 신정동 884-21,126.858827,37.5276568,13
542,서울특별시 양천구 신정동 세양청마루아파트,126.863931,37.5077959,2
543,서울특별시 양천구 신월동 정성담은 한의원,126.8325487,37.54188485,23
544,서울특별시 양천구 목1동914-2,126.884848,37.53086041,13
545,서울특별시 양천구 신정동 신정3동주민센터,126.8547671,37.51532642,19
546,서울특별시 양천구 신정동 서울 양천구 신정동 1065,126.860084,37.5267754,14
547,서울특별시 양천구 목동 목1동 서가앤쿡 목동점,126.86925,37.52531973,237
548,서울특별시 양천구 신정1동 1092,126.853111,37.52006265,1
549,서울특별시 양천구 신정동 1001안경,126.8602897,37.52551969,1
550,서울특별시 양천구 목 동 923-1,126.871386,37.526518,13
551,서울특별시 양천구 목 동 913-4,126.880527,37.5334744,12
552,서울특별시 양천구 신정동 드비앙,126.8605467,37.52864203,15
553,서울특별시 양천구 신월동 현대힐스테이트,126.8558727,37.521843,1
554,서울특별시 양천구 목동 901-9,126.8778392,37.53874006,9
555,서울특별시 양천구 목동 923-1,126.871386,37.526518,5
556,서울특별시 양천구 신정2 목동동로 210,126.855695,37.5151742,2
557,서울특별시 양천구 목3동 603-25,126.866298,37.5501995,1
558,서울특별시 양천구 양천구 목동동로 210,126.871582,37.5242117,2
559,서울특별시 양천구 신정동 119부동산,126.8633441,37.52339512,1
560,서울특별시 양천구 신정동 1118,126.86346,37.5240313,3
561,서울특별시 양천구 신정동 911-1,126.857357,37.5270334,9
562,서울특별시 양천구 신정4동 1092,126.851925,37.5222874,1
563,서울특별시 양천구 목 동 913,126.881859,37.5351426,5
564,서울특별시 양천구 목동 310-9,126.874504,37.5360269,1
565,서울특별시 양천구 신정7동 331-2,126.873839,37.514159,1
566,서울특별시 양천구 신정4동 오목로 177,126.8571493,37.5254863,1
567,서울특별시 양천구 신정7동 311,126.860045,37.5176212,1
568,서울특별시 양천구 신정동 마장동 김씨,126.853818,37.51984669,15
569,서울특별시 양천구 신월동 신월2동 영림프라임샤시 ,126.8441207,37.52702677,18
570,서울특별시 양천구 목동 대한부동산,126.8642049,37.54304557,1
571,서울특별시 양천구 신월동 삼성아파트,126.840653,37.51607612,1
572,서울특별시 양천구 신월동 312,126.8305284,37.52482553,1
573,서울특별시 양천구 신정동 서울 양천구 중앙로36길 15,126.855921,37.5207607,17
574,서울특별시 양천구 목동 서울 양천구 목동중앙북로 107,126.875188,37.5464341,16
575,서울특별시 양천구 신정7동 310-9,126.8570652,37.51672863,1
576,서울특별시 양천구 신정 4동주민센타,126.8556279,37.52543333,7
577,서울특별시 양천구 신정 6동목동동로171-3,126.855695,37.5151742,16
578,서울특별시 양천구 신정 3동신정이펜하우스112동,126.855695,37.5151742,20
579,서울특별시 양천구 신정동 923-1,126.85357,37.525533,1
580,서울특별시 양천구 신정동 901,126.8637204,37.52634123,1
581,서울특별시 양천구 신월2동신월로24길 28-6,126.834302,37.5265885,16
582,서울특별시 양천구 목동 남부시장(북소리노래방) ,126.8577296,37.53331211,17
583,서울특별시 양천구 목동 보미진온누리약국 ,126.8640815,37.54968571,103
584,서울특별시 양천구 목5동목동5단지,126.8804417,37.5344086,25
585,서울특별시 양천구 신월3동신정로13길 22,126.834302,37.5265885,2
586,서울특별시 양천구 신월5동메디힐병원,126.829701,37.5449802,13
587,서울특별시 양천구 신정 3동신정이펜하우스1단지,126.855695,37.5151742,16
588,서울특별시 양천구 목5동목동서로133-4,126.8760509,37.53195574,21
589,서울특별시 양천구 신정동 GS더프레시 양천신은점,126.8330064,37.51289074,21
590,서울특별시 양천구 신정동 911,126.8573095,37.5270722,1
591,서울특별시 양천구 신정동 1279,126.8773599,37.52064992,13
592,서울특별시 양천구 신정동 907-1,126.859102,37.5258281,2
593,서울특별시 양천구 신정7동 911-7,126.858738,37.5267918,1
594,서울특별시 양천구 신월4동신월로17길 7,126.834302,37.5265885,13
595,서울특별시 양천구 신정7동 911-1,126.857357,37.5270243,1
596,서울특별시 양천구 목 동 405-205,126.871673,37.5242298,2
597,서울특별시 양천구 신월4동오목로172,126.8565845,37.52506978,3
598,서울특별시 양천구 신월동 신서초등학교건너,126.862465,37.52037923,1
599,서울특별시 양천구 신정동 송죽공원,126.8338823,37.53975559,1
600,서울특별시 양천구 목7동목동동로67,126.862489,37.51583908,2
