,단속일시,단속장소,X,Y
735,2020.7.4 22:47,서울특별시 양천구 목 동 911-1,126.8863895,37.53661759
740,2020.7.9 15:36,서울특별시 양천구 목동 MASTER GRADE COFFEE,126.86358,37.52817983
741,2020.7.9 18:58,서울특별시 양천구 신월동 서울 양천구 신정동 1254,126.8506282,37.5124619
743,2020.7.10 16:50,서울특별시 양천구 목5동목동서로133-3,126.8753975,37.53176481
744,2020.7.12 10:29,서울특별시 양천구 목 동 912,126.8810205,37.53409815
749,2020.7.14 16:15,서울특별시 양천구 신월동 정성담은 한의원,126.8325487,37.54188485
750,2020.7.15 15:33,서울특별시 양천구 목1동914-2,126.884848,37.53086041
752,2020.7.16 15:22,서울특별시 양천구 신정동 신정3동주민센터,126.8547671,37.51532642
755,2020.7.21 17:10,서울특별시 양천구 목동 목1동 서가앤쿡 목동점,126.86925,37.52531973
756,2020.7.22 15:39,서울특별시 양천구 신정1동 1092,126.853111,37.52006265
758,2020.7.24 10:59,서울특별시 양천구 신정동 1001안경,126.8602897,37.52551969
762,2020.7.30 10:59,서울특별시 양천구 신정동 드비앙,126.8605467,37.52864203
763,2020.7.31 11:25,서울특별시 양천구 신월동 현대힐스테이트,126.8558727,37.521843
764,2020.8.2 19:09,서울특별시 양천구 목동 901-9,126.8778392,37.53874006
770,2020.8.12 10:15,서울특별시 양천구 신정동 119부동산,126.8633441,37.52339512
779,2020.9.5 22:31,서울특별시 양천구 신정4동 오목로 177,126.8571493,37.5254863
782,2020.9.10 10:31,서울특별시 양천구 신정동 마장동 김씨,126.853818,37.51984669
783,2020.9.11 18:26,서울특별시 양천구 신월동 신월2동 영림프라임샤시 ,126.8441207,37.52702677
784,2020.9.15 16:39,서울특별시 양천구 목동 대한부동산,126.8642049,37.54304557
785,2020.9.16 16:42,서울특별시 양천구 신월동 삼성아파트,126.840653,37.51607612
787,2020.9.19 7:11,서울특별시 양천구 신월동 312,126.8305284,37.52482553
791,2020.9.25 1:03,서울특별시 양천구 신정7동 310-9,126.8570652,37.51672863
793,2020.9.25 15:33,서울특별시 양천구 신정 4동주민센타,126.8556279,37.52543333
798,2020.10.1 8:48,서울특별시 양천구 신정동 901,126.8637204,37.52634123
800,2020.10.6 11:19,서울특별시 양천구 목동 남부시장(북소리노래방) ,126.8577296,37.53331211
801,2020.10.6 19:20,서울특별시 양천구 목동 보미진온누리약국 ,126.8640815,37.54968571
802,2020.10.8 13:30,서울특별시 양천구 목5동목동5단지,126.8804417,37.5344086
807,2020.10.19 20:00,서울특별시 양천구 목5동목동서로133-4,126.8760509,37.53195574
808,2020.10.20 10:41,서울특별시 양천구 신정동 GS더프레시 양천신은점,126.8330064,37.51289074
809,2020.10.20 12:44,서울특별시 양천구 신정동 911,126.8573095,37.5270722
811,2020.10.20 15:58,서울특별시 양천구 신정동 1279,126.8773599,37.52064992
819,2020.12.3 21:05,서울특별시 양천구 신월4동오목로172,126.8565845,37.52506978
821,2020.12.17 11:20,서울특별시 양천구 신월동 신서초등학교건너,126.862465,37.52037923
822,2020.12.18 16:10,서울특별시 양천구 신정동 송죽공원,126.8338823,37.53975559
823,2020.12.22 14:32,서울특별시 양천구 목7동목동동로67,126.862489,37.51583908
